timestamp_utc;looted_by__alliance;looted_by__guild;looted_by__name;item_id;item_name;quantity;looted_from__alliance;looted_from__guild;looted_from__name
2022-04-20T02:49:41.490Z;DIOR;EscaIation;zstrafe;T7_POTION_STONESKIN;Major Resistance Potion;2;DIOR;EscaIation;JJordanH
2022-04-20T02:49:41.533Z;0UT;DYST0PIA;EAMCARRY;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;EscaIation;iCrain
2022-04-20T02:49:42.215Z;ARCH;Awful Company;iBjornIRONSIDEE;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;JJordanH
2022-04-20T02:49:42.653Z;0UT;DYST0PIA;EAMCARRY;T4_TRASH;Trash;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:49:42.850Z;0UT;DYST0PIA;EAMCARRY;T5_MOUNT_GREYWOLF_FW_CAERLEON;Saddled Greywolf;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:49:43.049Z;0UT;DYST0PIA;EAMCARRY;T7_POTION_STONESKIN;Major Resistance Potion;4;DIOR;EscaIation;BlueDawn
2022-04-20T02:49:43.596Z;;NO LOCK;Thuglife420;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:43.954Z;;NO LOCK;Thuglife420;T7_HEAD_LEATHER_SET3@1;Grandmaster's Assassin Hood;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:44.230Z;;NO LOCK;Thuglife420;T6_2H_DAGGER_KATAR_AVALON@2;Master's Bridled Fury;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:44.603Z;;NO LOCK;Thuglife420;T4_SHOES_CLOTH_ROYAL@3;Adept's Royal Sandals;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:45.792Z;;NO LOCK;Thuglife420;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:46.908Z;EVICT;Take lt Easy;Fleezao;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;DIOR;EscaIation;UwU31
2022-04-20T02:49:47.097Z;EVICT;Take lt Easy;Eterninho;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;EVICT;Consequence;pvpundead12
2022-04-20T02:49:47.222Z;EVICT;Take lt Easy;Fleezao;T6_2H_HOLYSTAFF_HELL@2;Master's Fallen Staff;1;DIOR;EscaIation;UwU31
2022-04-20T02:49:47.484Z;EVICT;Take lt Easy;Fleezao;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;DIOR;EscaIation;UwU31
2022-04-20T02:49:48.608Z;EVICT;Take lt Easy;Eterninho;T6_2H_HOLYSTAFF_HELL@2;Master's Fallen Staff;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:49:48.798Z;EVICT;Take lt Easy;Eterninho;T8_HEAD_PLATE_SET2@1;Elder's Knight Helmet;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:49:48.846Z;EVICT;Take lt Easy;Fleezao;T6_2H_HARPOON_HELL@2;Master's Spirithunter;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:49:48.996Z;EVICT;Take lt Easy;Eterninho;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:49:49.156Z;;NO LOCK;Thuglife420;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;EVICT;Consequence;LesheroOP
2022-04-20T02:49:49.175Z;EVICT;Take lt Easy;Eterninho;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:49:49.231Z;EVICT;Take lt Easy;Fleezao;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:49:49.446Z;EVICT;Take lt Easy;Fleezao;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:49:49.454Z;EVICT;Take lt Easy;Eterninho;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:49:49.700Z;EVICT;Take lt Easy;Fleezao;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:49:53.073Z;DIOR;Elevate;YonkoSSJGOD;T7_POTION_STONESKIN;Major Resistance Potion;3;DIOR;EscaIation;UwU31
2022-04-20T02:49:53.365Z;GUTS;KraKen 69;SawLynn;T4_ARMOR_GATHERER_ORE;Adept's Miner Garb;1;;Casual Company;PlatinumNuke
2022-04-20T02:49:53.704Z;GUTS;KraKen 69;SawLynn;T4_CAPE@1;Adept's Cape;1;;Casual Company;PlatinumNuke
2022-04-20T02:49:57.391Z;;Militant;RiderClav;T8_TRASH;Trash;1;DIOR;EscaIation;bootydragon
2022-04-20T02:49:57.612Z;;Militant;Umami;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;bootydragon
2022-04-20T02:49:57.668Z;;Militant;RiderClav;T8_2H_ARCANESTAFF;Elder's Great Arcane Staff;1;DIOR;EscaIation;bootydragon
2022-04-20T02:49:58.975Z;;Militant;LANZERTH;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;DIOR;EscaIation;bootydragon
2022-04-20T02:50:00.195Z;;Militant;ChestyLaRue;T8_ARMOR_CLOTH_SET2@1;Elder's Cleric Robe;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:50:04.551Z;;Militant;elmandelabuti;UNIQUE_CONSUMABLE_EVENT_EASTER_2020_CHOCOLATE;Chocolate;2;DIOR;EscaIation;JJordanH
2022-04-20T02:50:09.111Z;;;ManinGus;T5_POTION_STONESKIN@1;Resistance Potion;3;EVICT;Consequence;RatkoMladic
2022-04-20T02:50:09.296Z;;;ManinGus;T5_BAG@1;Expert's Bag;1;EVICT;Consequence;RatkoMladic
2022-04-20T02:50:12.942Z;;Militant;elmandelabuti;T7_POTION_SLOWFIELD;Major Sticky Potion;2;DIOR;EscaIation;bootydragon
2022-04-20T02:50:13.321Z;;Militant;elmandelabuti;T5_MAIN_RAPIER_MORGANA@2;Expert's Bloodletter;1;DIOR;EscaIation;bootydragon
2022-04-20T02:50:13.613Z;;Militant;elmandelabuti;T6_OFF_HORN_KEEPER;Master's Mistcaller;1;DIOR;EscaIation;bootydragon
2022-04-20T02:50:14.092Z;;Militant;elmandelabuti;T8_SHOES_CLOTH_SET2;Elder's Cleric Sandals;1;DIOR;EscaIation;bootydragon
2022-04-20T02:50:14.482Z;;Militant;elmandelabuti;T4_SHOES_PLATE_HELL@3;Adept's Demon Boots;1;DIOR;EscaIation;bootydragon
2022-04-20T02:50:14.835Z;EVICT;Consequence;Twiggles420;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:15.143Z;EVICT;Consequence;Twiggles420;T6_ARMOR_LEATHER_AVALON@2;Master's Jacket of Tenacity;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:15.746Z;EVICT;Consequence;Twiggles420;T6_2H_KNUCKLES_SET3@2;Master's Spiked Gauntlets;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:15.963Z;EVICT;Consequence;Twiggles420;T4_SHOES_CLOTH_ROYAL@3;Adept's Royal Sandals;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:16.154Z;EVICT;Consequence;Twiggles420;T4_SHOES_CLOTH_ROYAL@3;Adept's Royal Sandals;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:16.219Z;EVICT;Consequence;Twiggles420;T6_BAG;Master's Bag;1;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:16.963Z;EVICT;Consequence;Twiggles420;T7_POTION_STONESKIN;Major Resistance Potion;2;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:17.171Z;EVICT;Consequence;Twiggles420;T7_POTION_STONESKIN;Major Resistance Potion;2;EVICT;Consequence;KayTwoDee
2022-04-20T02:50:20.050Z;EVICT;Take lt Easy;Eterninho;T6_2H_DAGGER_KATAR_AVALON@2;Master's Bridled Fury;1;DIOR;EscaIation;Caelumyhr
2022-04-20T02:50:20.424Z;EVICT;Take lt Easy;Eterninho;T6_HEAD_LEATHER_SET3@2;Master's Assassin Hood;1;DIOR;EscaIation;Caelumyhr
2022-04-20T02:50:20.591Z;;Militant;ErinMTFK;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:50:21.193Z;EVICT;Take lt Easy;Eterninho;T6_ARMOR_CLOTH_SET2@2;Master's Cleric Robe;1;DIOR;EscaIation;Caelumyhr
2022-04-20T02:50:21.550Z;;Militant;Ziddic;T4_BAG;Adept's Bag;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:21.769Z;;Militant;Ziddic;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:21.900Z;EVICT;Take lt Easy;Eterninho;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;DIOR;EscaIation;Caelumyhr
2022-04-20T02:50:22.003Z;;Militant;Ziddic;T4_CAPEITEM_FW_FORTSTERLING@2;Adept's Fort Sterling Cape;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:22.220Z;;Militant;Ziddic;T7_HEAD_LEATHER_SET1;Grandmaster's Mercenary Hood;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:22.247Z;EVICT;Take lt Easy;Eterninho;T5_MOUNT_GREYWOLF_FW_CAERLEON;Saddled Greywolf;1;DIOR;EscaIation;Caelumyhr
2022-04-20T02:50:22.515Z;;Militant;Ziddic;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:22.704Z;;Militant;Ziddic;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;ManickS
2022-04-20T02:50:23.097Z;;Militant;VinTaro;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;EscaIation;KIMHANEUL
2022-04-20T02:50:24.682Z;;Militant;TwoFox;T8_SHOES_LEATHER_SET2@1;Elder's Hunter Shoes;1;DIOR;EscaIation;NeadeMedallo
2022-04-20T02:50:25.277Z;;Militant;VinTaro;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;UwU31
2022-04-20T02:50:25.374Z;;Militant;TwoFox;T7_POTION_STONESKIN;Major Resistance Potion;3;DIOR;EscaIation;NeadeMedallo
2022-04-20T02:50:25.632Z;;NO LOCK;Thuglife420;T5_2H_ICECRYSTAL_UNDEAD@3;Expert's Permafrost Prism;1;EVICT;Consequence;DKkr15
2022-04-20T02:50:25.830Z;GUTS;KraKen 69;SawLynn;T5_2H_HAMMER_AVALON@2;Expert's Hand of Justice;1;EVICT;Take lt Easy;vMenezs
2022-04-20T02:50:26.049Z;;Militant;TwoFox;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;DIOR;EscaIation;NeadeMedallo
2022-04-20T02:50:26.299Z;GUTS;KraKen 69;SawLynn;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;EVICT;Take lt Easy;vMenezs
2022-04-20T02:50:26.313Z;;NO LOCK;Thuglife420;T8_ARMOR_CLOTH_SET1;Elder's Scholar Robe;1;EVICT;Consequence;DKkr15
2022-04-20T02:50:26.346Z;;Militant;midnightsnack;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:26.652Z;;NO LOCK;Thuglife420;T4_CAPEITEM_MORGANA@2;Adept's Morgana Cape;1;EVICT;Consequence;DKkr15
2022-04-20T02:50:26.821Z;;;ManinGus;T6_BAG;Master's Bag;1;DIOR;EscaIation;zokiii
2022-04-20T02:50:27.003Z;;;ManinGus;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;DIOR;EscaIation;zokiii
2022-04-20T02:50:27.267Z;;;ManinGus;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;DIOR;EscaIation;zokiii
2022-04-20T02:50:27.611Z;;;ManinGus;T8_MEAL_STEW@2;Beef Stew;1;DIOR;EscaIation;zokiii
2022-04-20T02:50:27.936Z;;;ManinGus;T7_POTION_REVIVE;Major Gigantify Potion;1;DIOR;EscaIation;zokiii
2022-04-20T02:50:28.283Z;;Militant;midnightsnack;T8_2H_ENIGMATICSTAFF;Elder's Enigmatic Staff;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:28.356Z;TH1RD;IAMNIUBI;BjornKiD;T5_MOUNT_HORSE;Expert's Riding Horse;1;EVICT;Take lt Easy;vMenezs
2022-04-20T02:50:28.532Z;DIOR;EscaIation;MatheusMRC;T6_2H_HAMMER_AVALON@1;Master's Hand of Justice;1;EVICT;Consequence;Derrick
2022-04-20T02:50:28.792Z;TH1RD;IAMNIUBI;BjornKiD;T8_ARMOR_PLATE_SET3;Elder's Guardian Armor;1;EVICT;Take lt Easy;vMenezs
2022-04-20T02:50:28.845Z;TH1RD;IAMNIUBI;BjornKiD;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;EVICT;Take lt Easy;vMenezs
2022-04-20T02:50:28.954Z;;Militant;midnightsnack;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:29.164Z;DIOR;EscaIation;MatheusMRC;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;EVICT;Consequence;Derrick
2022-04-20T02:50:29.238Z;;Militant;midnightsnack;T7_SHOES_CLOTH_SET1@1;Grandmaster's Scholar Sandals;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:29.514Z;DIOR;EscaIation;MatheusMRC;T7_POTION_STONESKIN;Major Resistance Potion;6;EVICT;Consequence;Derrick
2022-04-20T02:50:29.668Z;;Militant;midnightsnack;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:30.952Z;TH1RD;IAMNIUBI;BjornKiD;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;DIOR;EscaIation;KTtelecom
2022-04-20T02:50:30.952Z;;NO LOCK;Thuglife420;T5_OFF_TOTEM_KEEPER@3;Expert's Taproot;1;DIOR;EscaIation;Siomeow
2022-04-20T02:50:32.080Z;;;ManinGus;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;DIOR;EscaIation;SPlCY
2022-04-20T02:50:32.345Z;;;ManinGus;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;DIOR;EscaIation;SPlCY
2022-04-20T02:50:32.532Z;;;ManinGus;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;DIOR;EscaIation;SPlCY
2022-04-20T02:50:33.239Z;;;ManinGus;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;DIOR;EscaIation;SPlCY
2022-04-20T02:50:33.547Z;;;ManinGus;T7_2H_TOOL_SIEGEHAMMER;Grandmaster's Demolition Hammer;1;DIOR;EscaIation;SPlCY
2022-04-20T02:50:35.757Z;DIOR;EscaIation;zJackson;T5_2H_DAGGER_KATAR_AVALON@3;Expert's Bridled Fury;1;EVICT;Take lt Easy;paulindoboquete
2022-04-20T02:50:36.070Z;DIOR;EscaIation;zJackson;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;EVICT;Take lt Easy;paulindoboquete
2022-04-20T02:50:36.408Z;DIOR;EscaIation;zJackson;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;EVICT;Take lt Easy;paulindoboquete
2022-04-20T02:50:37.743Z;DIOR;EscaIation;Benmage;T7_POTION_STONESKIN;Major Resistance Potion;3;EVICT;Take lt Easy;paulindoboquete
2022-04-20T02:50:38.112Z;DIOR;EscaIation;Heros1;T6_2H_ARCANESTAFF_HELL@1;Master's Occult Staff;1;PXOCS;Post-Mortemm;Kinmnara
2022-04-20T02:50:38.232Z;DIOR;EscaIation;Benmage;T4_BAG@1;Adept's Bag;1;EVICT;Take lt Easy;paulindoboquete
2022-04-20T02:50:44.333Z;DIOR;EscaIation;Jez0r;T6_2H_HARPOON_HELL@2;Master's Spirithunter;1;EVICT;Consequence;t0t0master
2022-04-20T02:50:46.564Z;EVICT;Take lt Easy;Eterninho;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;EVICT;Consequence;t0t0master
2022-04-20T02:50:46.817Z;EVICT;Take lt Easy;Eterninho;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;EVICT;Consequence;t0t0master
2022-04-20T02:51:13.518Z;EVICT;Take lt Easy;Eterninho;T6_ARMOR_PLATE_HELL@2;Master's Demon Armor;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:14.064Z;EVICT;Take lt Easy;Eterninho;T5_2H_MACE_MORGANA@2;Expert's Camlann Mace;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:14.298Z;EVICT;Take lt Easy;Eterninho;T7_SHOES_LEATHER_SET2@1;Grandmaster's Hunter Shoes;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:14.789Z;EVICT;Take lt Easy;Eterninho;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:15.033Z;;Militant;VinTaro;T7_ARMOR_PLATE_SET3@1;Grandmaster's Guardian Armor;1;DIOR;Elevate;angryludo
2022-04-20T02:51:15.699Z;EVICT;Take lt Easy;Eterninho;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:15.888Z;;Militant;VinTaro;T5_2H_HAMMER_AVALON@2;Expert's Hand of Justice;1;DIOR;Elevate;angryludo
2022-04-20T02:51:15.952Z;EVICT;Take lt Easy;Eterninho;T4_SHOES_CLOTH_ROYAL@3;Adept's Royal Sandals;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:16.127Z;;Militant;punkeh;T5_BAG@1;Expert's Bag;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:16.142Z;EVICT;Take lt Easy;Eterninho;T6_2H_KNUCKLES_SET3@2;Master's Spiked Gauntlets;1;EVICT;Consequence;Twiggles420
2022-04-20T02:51:16.268Z;DIOR;EscaIation;Benmage;T6_2H_FIRESTAFF_HELL@3;Master's Brimstone Staff;1;DIOR;EscaIation;JMTGR
2022-04-20T02:51:16.496Z;T4K3;The Slap;kowatera;T7_ARMOR_PLATE_HELL@1;Grandmaster's Demon Armor;1;;Militant;Trapbulge
2022-04-20T02:51:16.612Z;DIOR;EscaIation;Benmage;T7_POTION_STONESKIN;Major Resistance Potion;1;DIOR;EscaIation;JMTGR
2022-04-20T02:51:16.673Z;DIOR;EscaIation;SoloOoM;T7_2H_DUALSCIMITAR_UNDEAD@3;Grandmaster's Galatine Pair;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:16.769Z;T4K3;The Slap;kowatera;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;;Militant;Trapbulge
2022-04-20T02:51:16.954Z;DIOR;EscaIation;SoloOoM;T6_HEAD_LEATHER_ROYAL@2;Master's Royal Hood;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:16.969Z;T4K3;The Slap;kowatera;T5_OFF_HORN_KEEPER@3;Expert's Mistcaller;1;;Militant;Trapbulge
2022-04-20T02:51:17.075Z;;Militant;RiderClav;T8_HEAD_LEATHER_SET3;Elder's Assassin Hood;1;DIOR;EscaIation;JJordanH
2022-04-20T02:51:17.194Z;DIOR;EscaIation;SoloOoM;T8_ARMOR_CLOTH_SET2@1;Elder's Cleric Robe;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:17.232Z;T4K3;The Slap;kowatera;T6_MAIN_CURSEDSTAFF_UNDEAD@1;Master's Lifecurse Staff;1;;Militant;Trapbulge
2022-04-20T02:51:17.315Z;;Militant;RiderClav;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;DIOR;EscaIation;JJordanH
2022-04-20T02:51:17.518Z;;Militant;RiderClav;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;JJordanH
2022-04-20T02:51:17.704Z;DIOR;EscaIation;SoloOoM;T4_CAPEITEM_KEEPER@2;Adept's Keeper Cape;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:17.946Z;T4K3;The Slap;kowatera;T5_SHOES_CLOTH_ROYAL@3;Expert's Royal Sandals;1;;Militant;Trapbulge
2022-04-20T02:51:17.982Z;;Militant;RiderClav;T6_SHOES_CLOTH_ROYAL@2;Master's Royal Sandals;1;DIOR;EscaIation;JJordanH
2022-04-20T02:51:18.127Z;;Militant;SugarcoldB2;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;EVICT;Take lt Easy;Asheliya
2022-04-20T02:51:18.128Z;;Militant;Hadeslolxd;T8_SHOES_CLOTH_SET1;Elder's Scholar Sandals;1;;Militant;Byebee
2022-04-20T02:51:18.168Z;;Militant;ChestyLaRue;T6_2H_MACE_MORGANA@2;Master's Camlann Mace;1;PXOCS;Post-Mortemm;FlamLz
2022-04-20T02:51:18.290Z;T4K3;The Slap;kowatera;T4_BAG@1;Adept's Bag;1;;Militant;Trapbulge
2022-04-20T02:51:18.324Z;;Militant;RiderClav;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;DIOR;EscaIation;JJordanH
2022-04-20T02:51:18.360Z;;Militant;punkeh;T7_POTION_STONESKIN;Major Resistance Potion;5;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:18.516Z;;Militant;Umami;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;;Militant;Yohduh
2022-04-20T02:51:18.571Z;T4K3;The Slap;kowatera;T6_BAG@1;Master's Bag;1;;Militant;Trapbulge
2022-04-20T02:51:18.611Z;;Militant;ChestyLaRue;T6_ARMOR_PLATE_KEEPER@3;Master's Judicator Armor;1;PXOCS;Post-Mortemm;FlamLz
2022-04-20T02:51:18.615Z;;Militant;Hadeslolxd;T7_POTION_STONESKIN;Major Resistance Potion;2;;Militant;Byebee
2022-04-20T02:51:18.672Z;;Militant;punkeh;T7_SHOES_CLOTH_SET3;Grandmaster's Mage Sandals;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:18.687Z;;Militant;SrAleatorio;T8_HEAD_PLATE_SET2;Elder's Knight Helmet;1;;Militant;Trapbulge
2022-04-20T02:51:18.721Z;;Militant;SugarcoldB2;T6_2H_HOLYSTAFF_HELL@2;Master's Fallen Staff;1;EVICT;Take lt Easy;Asheliya
2022-04-20T02:51:18.810Z;T4K3;The Slap;kowatera;T6_ARMOR_LEATHER_HELL@2;Master's Hellion Jacket;1;;Militant;Trapbulge
2022-04-20T02:51:18.845Z;;Militant;Hadeslolxd;T7_MEAL_OMELETTE_AVALON;Avalonian Pork Omelette;2;;Militant;Byebee
2022-04-20T02:51:19.048Z;;Militant;ChestyLaRue;T5_BAG@2;Expert's Bag;1;PXOCS;Post-Mortemm;FlamLz
2022-04-20T02:51:19.080Z;DIOR;EscaIation;SoloOoM;T8_MEAL_STEW@2;Beef Stew;1;DIOR;EscaIation;BlueDawn
2022-04-20T02:51:19.115Z;;Militant;SugarcoldB2;T4_CAPEITEM_FW_LYMHURST@2;Adept's Lymhurst Cape;1;EVICT;Take lt Easy;Asheliya
2022-04-20T02:51:19.141Z;;Militant;Hadeslolxd;T8_ARMOR_CLOTH_SET2;Elder's Cleric Robe;1;;Militant;Byebee
2022-04-20T02:51:19.156Z;;Militant;RiderClav;T7_POTION_STONESKIN;Major Resistance Potion;3;DIOR;EscaIation;JJordanH
2022-04-20T02:51:19.288Z;;Militant;PixelPecs;T6_2H_MACE_MORGANA@2;Master's Camlann Mace;1;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:19.393Z;;Militant;ChestyLaRue;T7_POTION_STONESKIN;Major Resistance Potion;4;PXOCS;Post-Mortemm;FlamLz
2022-04-20T02:51:19.517Z;;Militant;PixelPecs;T8_HEAD_PLATE_SET3;Elder's Guardian Helmet;1;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:19.671Z;T4K3;The Slap;kowatera;T6_2H_AXE_AVALON@3;Master's Realmbreaker;1;;Militant;Trapbulge
2022-04-20T02:51:19.736Z;;Militant;PixelPecs;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:19.755Z;;Militant;ChestyLaRue;T5_MOUNT_GREYWOLF_FW_CAERLEON;Saddled Greywolf;1;PXOCS;Post-Mortemm;FlamLz
2022-04-20T02:51:19.938Z;T4K3;The Slap;kowatera;T7_POTION_STONESKIN@1;Major Resistance Potion;2;;Militant;Trapbulge
2022-04-20T02:51:20.017Z;;Militant;BucciaratiListad;T5_CAPEITEM_FW_FORTSTERLING@2;Expert's Fort Sterling Cape;1;;Militant;Uesugi
2022-04-20T02:51:20.204Z;DIOR;EscaIation;zstrafe;T7_2H_NATURESTAFF_HELL@1;Grandmaster's Blight Staff;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:20.315Z;;Militant;BucciaratiListad;T6_HEAD_PLATE_SET2@2;Master's Knight Helmet;1;;Militant;Uesugi
2022-04-20T02:51:20.392Z;;Militant;Chuchay9;T4_CAPEITEM_FW_LYMHURST@3;Adept's Lymhurst Cape;1;EVICT;Consequence;KnightWolv
2022-04-20T02:51:20.421Z;;Militant;MarciaI;T6_BAG;Master's Bag;1;DIOR;EscaIation;ChowJackson
2022-04-20T02:51:20.445Z;T4K3;The Slap;kowatera;T8_MEAL_STEW@2;Beef Stew;1;;Militant;Trapbulge
2022-04-20T02:51:20.537Z;;Militant;BucciaratiListad;T6_ARMOR_CLOTH_SET2@2;Master's Cleric Robe;1;;Militant;Uesugi
2022-04-20T02:51:20.553Z;DIOR;EscaIation;zstrafe;T8_HEAD_PLATE_SET2@1;Elder's Knight Helmet;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:20.577Z;;Militant;PixelPecs;T8_SHOES_LEATHER_SET2;Elder's Hunter Shoes;1;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:20.793Z;;Militant;BucciaratiListad;T5_MOUNT_COUGAR_KEEPER@1;Swiftclaw;1;;Militant;Uesugi
2022-04-20T02:51:20.862Z;T4K3;The Slap;kowatera;T4_CAPEITEM_FW_FORTSTERLING@3;Adept's Fort Sterling Cape;1;;Militant;Trapbulge
2022-04-20T02:51:20.862Z;;Militant;Chuchay9;T6_2H_HOLYSTAFF_HELL@2;Master's Fallen Staff;1;EVICT;Consequence;KnightWolv
2022-04-20T02:51:21.009Z;DIOR;EscaIation;zstrafe;T8_ARMOR_CLOTH_SET2@1;Elder's Cleric Robe;1;DIOR;EscaIation;nicalli
2022-04-20T02:51:21.171Z;;Militant;BucciaratiListad;T7_POTION_STONESKIN;Major Resistance Potion;2;;Militant;Uesugi
2022-04-20T02:51:21.248Z;;Militant;midnightsnack;T8_SHOES_CLOTH_ROYAL@3;Elder's Royal Sandals;1;DIOR;EscaIation;Jez0r
2022-04-20T02:51:21.494Z;;Militant;Coferosa;T4_CAPEITEM_FW_MARTLOCK@3;Adept's Martlock Cape;1;DIOR;EscaIation;KOCHAB
2022-04-20T02:51:21.518Z;;Militant;midnightsnack;T8_2H_DAGGER_KATAR_AVALON@3;Elder's Bridled Fury;1;DIOR;EscaIation;Jez0r
